,Bintang,Pengguna,Komen,Tanggal
3578,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Sukses terus,22 Oktober 2018
3579,Diberi rating 1 bintang dari 5 bintang,Nur Aini,Update mulu,27 Oktober 2018
3580,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Good app,23 Oktober 2018
3581,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,#2019GantiPresiden,23 Oktober 2018
3582,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Jossdd,4 Desember 2018
3583,Diberi rating 4 bintang dari 5 bintang,M Iqbal,Good,19 Oktober 2018
3584,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Good,10 November 2018
3585,Diberi rating 5 bintang dari 5 bintang,Zul Faisal,hhj,16 Februari 2019
3586,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Good,10 November 2018
3587,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Baik,24 Oktober 2018
3588,Diberi rating 4 bintang dari 5 bintang,Erwin Yulyanto,Good,24 Oktober 2018
3589,Diberi rating 5 bintang dari 5 bintang,prayoga wijaya kusuma,Mantab,14 Oktober 2018
3590,Diberi rating 4 bintang dari 5 bintang,Suharyadi,Jempol,14 Oktober 2018
3591,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Mantab,25 Oktober 2018
3592,Diberi rating 5 bintang dari 5 bintang,palma edwin,Good,1 November 2018
3593,Diberi rating 5 bintang dari 5 bintang,Roy Batavia,Good,24 Oktober 2018
3594,Diberi rating 3 bintang dari 5 bintang,Mahroji Ogan,Goodjob,23 Oktober 2018
3595,Diberi rating 4 bintang dari 5 bintang,Ridwan Firdaus,mntap,16 Agustus 2019
3596,Diberi rating 5 bintang dari 5 bintang,Her man,Mantabb......,23 Oktober 2018
3597,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Is the best. Sukses slalu CERMATI 👍,5 Oktober 2018
3598,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,recomended bgt thank you,9 Oktober 2018
3599,Diberi rating 5 bintang dari 5 bintang,Eman Sulaeman,Semoga d acc,4 Oktober 2018
3600,Diberi rating 3 bintang dari 5 bintang,Tibi Yoube,Coba dulu,12 Oktober 2018
3601,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,good aplikasi,11 Oktober 2018
3602,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Good,9 Oktober 2018
3603,Diberi rating 5 bintang dari 5 bintang,elang erlangga,nice,10 Oktober 2018
3604,Diberi rating 2 bintang dari 5 bintang,Dhady Ajjah,Lambat,3 Oktober 2018
3605,Diberi rating 5 bintang dari 5 bintang,Arif Yulianto,Mantap,17 Oktober 2018
3606,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,ok,9 Oktober 2018
3607,Diberi rating 5 bintang dari 5 bintang,Sabariah Rya,goood,22 Oktober 2018
3608,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Goood,9 Oktober 2018
3609,Diberi rating 5 bintang dari 5 bintang,Arief Ramdhani,Good,9 Oktober 2018
3610,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,Sip,9 Oktober 2018
3611,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Top,9 Oktober 2018
3612,Diberi rating 3 bintang dari 5 bintang,jamil alfarizi,Permudahlah,10 Oktober 2018
3613,Diberi rating 5 bintang dari 5 bintang,winarto efendi,jos,5 Oktober 2018
3614,Diberi rating 5 bintang dari 5 bintang,eqay Sinaga,Top bgt 👍👍👍👍👍👍👍,4 Oktober 2018
3615,Diberi rating 3 bintang dari 5 bintang,AJI NURYANTO,ya,9 Oktober 2018
3616,Diberi rating 5 bintang dari 5 bintang,Eddy Bong,Do the best aja la,28 September 2018
3617,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,Mdah2an d acc,30 September 2018
3618,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,ok,3 Oktober 2018
3619,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Proses disini memang agak lama,karena pertama CS cermati akan confirm terlebih dahulu ke kita,tahap berikutnya aplikasi diserahkan ke institusi terkait dan butuh waktu lg,total bisa sampai lebih dr satu bulan, pengalaman saya",20 Mei 2018
3620,Diberi rating 5 bintang dari 5 bintang,dessy pd,Sgt membantu.simple. tnpa hrs nyari merketing CC. Slma smua dt yg kita berikan adl dt valid.sesuai kenytaan. Dn dt kita lengkap. Maka g smp 14hr udh aprove n lgsg trma CC dg limit yg tnggi. Sgt brmnfaat untk usaha,27 Juli 2018
3621,Diberi rating 1 bintang dari 5 bintang,Rosalia Tanod,"Saya mengajukan hanya 1 kartu kredit saja..tpi pas saya buka aplikasi cermati dan saya cek diaplikasi saya malah ada 3 pengajuan ke bank lainnya, padahal saya hanya pengajuan 1 saja dan tidak merasa mengajukan ke 2bank lainnya..gimana sih pihak cermati beraninya pengajuan ke lain tanpa konfirm k...
Ulasan Lengkap",5 Mei 2018
3622,Diberi rating 3 bintang dari 5 bintang,Sanes Dylan,"Seharusnya ada tindak lanjut dari pihak cermati ke customer, info terkini tentang pengajuan aplikasi tersebut di acc atau tidak dan kalaupun harus menunggu ada tenggang waktu yg jelas... Sehingga kita semua sebagai konsumen tidak merasa di permainkan ataupun khawatir data bisa disalahgunakan.",29 Mei 2018
3623,Diberi rating 1 bintang dari 5 bintang,Dea Asyifa,"Kecewa sih sm cermati, ada cs nya yg nge wa, minta kirimin ulang slip gaji sm ktp. Pas udh dikirim dia nanya saya lahiran tahun 97? Saya bilang iya. Kalo emamg ngga di acc gpp bilang aja dengan kata2 yg sopan bukan nge blokir nomer wa. Seakan2 ngasih harapan ke orang yg bener2 lagi butuh bgt😭😭",3 Mei 2018
3624,Diberi rating 1 bintang dari 5 bintang,Suwarno Keizo pratama,Semua data sudah masuk dan kurir nya pun sudah datang... Tapi sampai saat ini belum ada kelanjutan nya.. Tolong dong penjelasan nya.. Atau hanya untuk mengumpulkan data nasabah saja.awas ajj kalau data saya di salah gunakan.,8 Juni 2018
3625,Diberi rating 1 bintang dari 5 bintang,deny hidayatullah,"Saya rasa ini aplikasi hanya vendor untuk mengumpulkan database yang nantinya akan dijual ke pihak bank,,saya pengajuan selalu dalam proses dan saya lihat dikomen ini pun tidak ada yand di acc,, Teman saya ada yang sampai di whatsapp sama cs nya,,, Di infokan 5-7 hari tapi sampaidetik ini tidak ada ...
Ulasan Lengkap",11 Agustus 2019
3626,Diberi rating 3 bintang dari 5 bintang,maghfirotul aini,"Pengajuan KTA nya dari mulai commonwealth bank,dana cinta ctbc bank,keb hana bank,sampe tunaiku bank amar ga di approve..ada yg alesan nya lagi ga kerja sama ada juga alesan yg lain nya.. Tiba2 malah dapet penawaran cc,dan asuransi.. Saya butuh nya dana tunai tanpa agunan knapa malah cc yaa??",23 Mei 2018
3627,Diberi rating 1 bintang dari 5 bintang,Lulut Sugianto92,"Sudah nunggu hampir sebulan gak ada kabar lagi, pas saya kirim email ke cs cermati ngomong suruh menunggu..mau di tunggu berapa lama lagi.",11 Mei 2018
3628,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,"Ko g di tlpon"" ya? Saya sudah pengajuan. Tinggal nunggu di tlpon...! Mudah""n cair lagi butuh banget. Temen satu kerjaan saya aja cair tolong di bantu min? MAKASIH",31 Mei 2018
3629,Diberi rating 5 bintang dari 5 bintang,Nurul Syifa Fadillah,"Terimakasih cermati , over all sangat puas dengan pelayanan dari cermati , hanya harus bersabar aja karna pengajuan nya pun kan online jadi tidak bisa secepat proses pengajuan CC langsung",22 Mei 2018
3630,Diberi rating 4 bintang dari 5 bintang,Denny Harris,Pengajuan saya di DBS suadah lengkap dan pickup data oleh kurir juga sudah tapi knapa blom ada konfirmasi dari instansi terkait dan atatus di cermati koq data blom lengkap? Bagaimana sih ini? Tolong di bantulah,2 Juni 2018
3631,Diberi rating 3 bintang dari 5 bintang,haris joe rashta,"Saya dpat telfon kemarin bahwa hari ini akan ad team survey dtang ke lokasi .. Tapi nmor kmarin yg menelfon tidak bisa saya hubungi, di SMS pun tidak ad balasan.. Mohon info kelanjutannya.. Terimakasih",12 Juli 2018
3632,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,"Mohon team terkait cermati follow up data saya yg sdh masuk pada tgl 25 Mei 2018 dgn kode order ID NH4EU78R. Sampai hari ini belum ada kejelasan yg pasti untuk saya sbg customer cermati. Saya sdh kirim email,jawaban nya harap menunggu. Kiranya team cermati dpt memberikan info pasti, agar saya sb...
Ulasan Lengkap",27 Juli 2018
3633,Diberi rating 3 bintang dari 5 bintang,Sahrudin din,"kebanyakan komen2 pada kecewa, punya sy jg selalu dalam proses, sementara ini sy simpulkan, ""aplikasi hayalan"" klo dah berubah nnti sy ganti kesimpulanya, semoga tidak menyalah gunakan data2 para penghayal",10 Mei 2018
3634,Diberi rating 2 bintang dari 5 bintang,Ronald Kusumobroto,"Data sudah siap, sudah dijadwalkan mau di ambil.tp kurir tak kunjung tiba lbh dr sebulan. CS slow response. Sdh di jadwal ulang.smp saat ini gak ada kejelasan. Sangat mengecewakan..",4 Juli 2018
3635,Diberi rating 5 bintang dari 5 bintang,Robi Yanto,"Sudah terima telpon & di ACC dari pihak bank yg terkait 🙏 Tingal nunggu CC sampe di kirim Thanks cermati,pelayanan CS nya ramah pula 😊👍",12 Mei 2018
3636,Diberi rating 1 bintang dari 5 bintang,Mul Yono,"sudah 5 bln pengajuan baru dikonfirmasi pengajuannya,data sudah lengkap tinggal nunggu kurir ngambil data....tak ada kurir datang kok pengajuan di aplikasi dibatalkan....hanya modus ambil data orang ni aplikasi",13 Mei 2018
3637,Diberi rating 4 bintang dari 5 bintang,Mitra Skull,Terima kasih kepada bpk/ibu team perusahaan cermati yang sopan dan sudah bantu pengajuan pinjamannya ke bank Commonwealth nya...sukses teruslah kerjasamanya...sekali lagi terima kasih.,20 Mei 2018
3638,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,"Sudah hampir 14 hari kerja, blm ada kabar dari CC BNI. Masih menanti persetujuan,padahal udah tlp ke no kantor juga, Mohon di bantu",18 April 2018
3639,Diberi rating 5 bintang dari 5 bintang,Shandy Satriadi,"Ini Aplikasi luar biasa loh... Saya sudah dua pengajuan bisa tembus, 1 CC AEON dan 1 KTA Panin senilai 8 Juta. Dan semuanya dibantu sampai selesai proses atau dana cair. tidak ada biaya apapun , Ada dokumen yang gak lengkap diinfokan dan bisa dilengkapi lagi dan akhirnya tembus juga . Sekarang lagi ...
Ulasan Lengkap",12 Juni 2018
3640,Diberi rating 5 bintang dari 5 bintang,Nana Wiharna,Terima kasih cermati pengajuan kartu credit BNI silver sya udh d acc...walaupun nungguu ckup lma tpi bisa d acc jga... Smoga cermati lbih baikk lg bwat k dpan'a...,7 Juni 2018
3641,Diberi rating 5 bintang dari 5 bintang,Inka Sari,"Pengajuan via online 1 aplikasi bisa ke berbagai bank gk perlu ribet. Tapi ngakak ngelihat komen ibu RT yg kayaknya dirugiin gitu, kalo GOBLOK gk usah apply cc maen aplikasi giniian kalo TOLOL gk usah make hp mending jual HP nya. Gue udh di approve semua pengajuan gue. Happy2 aja tuh gue walaupun...
Ulasan Lengkap",18 Mei 2018
3642,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,"Selamat Malam, saya ingin Menanyakan Soal Pengajuan KTA saya ini.. atas nama Agus Priyono. Mohon Konfirmasinya hasil dari Pengajuan saya ini, sudah 1 Bulan lebih blum ada Konfirmasi dari pihak Cermati. Terimakasih.",27 Mei 2018
3643,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,Saya ngajuin KTA di cermati ga ad respon apa apa..di tlfon engga di tanya lewat email balesannya selalu suru nunggu...sampai berminggu minggu..beneran apa engga si ni aplikasi,6 Juni 2018
3644,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Udah ngajuin tinggal tunggu tlp dan ACC dari bank.mudah2an berhasil dan ACC.terima kasih cermati, saya udh dibantu...good luck..",5 Mei 2018
3645,Diberi rating 5 bintang dari 5 bintang,Arifitri .utami,"Kuncinya sabar , kalau mengajukan cc di cermati karna prosesnya juga panjang , ditolak bebrpa kali sama bank utk pengajuan ccnya , tpi cermati bisa bantu proses dan seneng bgt bisa dateng juga cc nya bukan cuma 1 tapi 3 sekaligus dari bank yg berbeda, Cs nya komunikatif dan ramah bgt . Makasih b...
Ulasan Lengkap",7 Agustus 2018
3646,Diberi rating 1 bintang dari 5 bintang,irwan efendy,"Sudah 3x dikirim email untuk pick up dokumen cc ternyata PHP, No hp kurirnya pun tidak aktif. Sungguh mengecewakan dan tidak profesional !!",7 Mei 2018
3647,Diberi rating 4 bintang dari 5 bintang,Kang Jas,"udah di telponon puluhan kali am pihak cermati tinggal nunggu pngambilan brkas. tpi ko gk nongol"" iyah orang'y???",30 April 2018
3648,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"saya udah 1 tidak d'acc karena saya jabatan driver tolong yang 1 diacc atau tidak ya soalnya saya sangat butuh sekali, tolong bantuan dan kabarnya ya, makasih ya..",30 April 2018
3649,Diberi rating 2 bintang dari 5 bintang,Zee Fai,pengajuan saya apa kabar? klo emang g acc tolong kasih notice. klo trllu lama cancel aja. capek kasih data tpi g jelas gni.,17 Mei 2018
3650,Diberi rating 5 bintang dari 5 bintang,Ira Zarah,saya suka amplikasi ini tapi saat mau mngaujuin cicilan mobil baru lewat amplikasiketik lokasinya sysah bngt..kepencet area aceh terus sdangkan saya brada di tangerang..mohon di bantu bagaimana caranya.mksh,21 Juni 2018
3651,Diberi rating 5 bintang dari 5 bintang,Siska Irawati,"Apply kartu kredit BRI visa Touch bln februari, awal april di acc & kartu kredit lgsg dikirim makasih banyak cermati..",25 April 2018
3652,Diberi rating 3 bintang dari 5 bintang,Yogo Jadmiko,"Konten berguna tp di pas buka aplikasi di android masih muncul pop up untuk instalasi versi android jd kaya buka di browser,, Mohon di perbaiki Terima kasih",11 Mei 2018
3653,Diberi rating 1 bintang dari 5 bintang,Dabadonpig,udah 1 bulan pengajuan kta gak ada tanggapan sekali ada yg nelfon dari cs cermati malah pengajuan asuransi mobil. ah lieur...,28 Mei 2018
3654,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Aplikasi cermati q ksih bintang 5 lah... Dear admin mhon bntu ya pengajuan aplikasi kartu kredit q atas nama risal astriani. Q mohon bgt bantu q...,22 Juli 2018
3655,Diberi rating 5 bintang dari 5 bintang,Sri Wahyuni,Alhamdulillah pengangjuan cc saya berhasil berkat cermati terimakasih ia semoga makin sukse dan do'a in saya semoga lancar nanti untuk pembayaran cc nya dan di mudah kan segala urusan nya aaamiin,2 Agustus 2018
3656,Diberi rating 5 bintang dari 5 bintang,Fuji Astuti,Udah berkali2 ajuin CC via marketing bank tapi ga pernah di acc. Tapi lewat cermati langsunh 2 CC yg di acc. Thank's cermati,15 Juni 2018
3657,Diberi rating 5 bintang dari 5 bintang,Mohamad Idris,"Terimakasih Cermati, CC BRI Touch gold saya disetujui dan sudah saya terima. untuk CC bank mega moga dapat disetujui lagi. Terimakasih sukses selalu Cermati 👏👏👏👍👍👍👌👌👌",16 Juli 2018
3658,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,Apa apaan nih masa saya masukin No ktp katanya ga sesuai jenis kelamin..yg bener aja,6 Juni 2018
3659,Diberi rating 1 bintang dari 5 bintang,Abdul Mustopa,"Aplikasi tidak jelas, sudah lama sy menunggu tapi belum ada tlp dan kejelasan dari pihak cermati, sy lihat di aplikasi masih menunggu proses validasi. Sampe kapan sy harus menunggu proses nya ?",24 Juli 2018
3660,Diberi rating 5 bintang dari 5 bintang,Muhamad Kafidin,Dapet dari temen sebelum download baca komentar komentar nya kocak wkwkkwkwkwkwkw mau d acc atau tidak bintang 6 langsung wkwkwkwkkw,29 April 2018
3661,Diberi rating 3 bintang dari 5 bintang,Rian Dior,"Dear Admin cermati saya sudah 4hari setelah pengajuan tapi kenapa masih dalam proses validasi yah,tolong dibantu untuk diproses .terims",20 Agustus 2018
3662,Diberi rating 5 bintang dari 5 bintang,endoy wandy,terus beri kemudahan dan Lebih di tingkatkan lg agar prosesnya bisa makin cepat hehehe TERIMAKASIH CC aeon saya dh aktif,7 Juli 2018
3663,Diberi rating 4 bintang dari 5 bintang,Mochamad Rochmawan,"Bagus.. tak perlu repot mendaftar CC. Hanya tinggal isi aplikasinya, besoknya kurir datang. Tinggal tunggu kirimannya. Thanks.",14 Mei 2018
3664,Diberi rating 3 bintang dari 5 bintang,Ilyas Ichalk,Sy sdh isi data tinggal upload kartu kredit tpi sy tdk punya kartu kredit jadi gmn yah..,1 Mei 2018
3665,Diberi rating 5 bintang dari 5 bintang,My Hero,"Sangat membantu dalam pengajuan CC, CC BRI dan Aeon sdh di tangan.. Di support o/ kurir juga, jd sangat mudah.. Thx cermati",12 Agustus 2018
3666,Diberi rating 5 bintang dari 5 bintang,Kuz Superior,Bagus...2 Cc sudah di terima.. Terima kasih atas bantuan ya. Walaupun pengiriman sampe 1 bulan..sukses slalu..,13 Juli 2018
3667,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,"Saya kasih bintang tiga dulu krna lum tau di acc apa tidak, klo diacc sya tmbah dua bintang lg",11 Mei 2018
3668,Diberi rating 2 bintang dari 5 bintang,Siti Nurdiatini,Saya pengajuan kartu credit sampe sekarang gak ada yg di approve liat status nunggu konfirmasi pihak terkait padahal udah lama banget gak ada jawaban malahan banyak yg telpon dari sales kartu credit yg bukan dari cermati sebenernya di ACC gak pengajuan saya tolong konfirmasinya,27 Agustus 2018
3669,Diberi rating 1 bintang dari 5 bintang,Zuhdi Ali,Sampai detik ini tidak ada kelanjutan tentang KTA saya data2 sudah di ambil drngan kurir dari pihak terkait tidak ada kabar tidak ada penjelasa tolong dong data2 saya itu di kemanakan,26 Juni 2018
3670,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,Tolong donk ini gmn ya. Sy bingung. Masa masukkin nik ktp suami g bs ket nya tidak sesuai. Pdhl sesuai bgt sm aslinya.,29 Juni 2018
3671,Diberi rating 5 bintang dari 5 bintang,Weny Tiara,Terimakasih sangat membantu untuk orang yg butuh dana cepat seperti saya tolong di bantu prosesnya biar cepat di acc. Mksh,12 Agustus 2018
3672,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,Tdk ada kejelasan kembali di acc apa gk ny pengajuan cc ny padahal.sdh sebulan lewat aplikadi jg sdh lengkap yaa ...,10 September 2018
3673,Diberi rating 5 bintang dari 5 bintang,fathi ridlwan,Terima Kasih Cermati Pengajuan CC saya Di Acc Bank Terkait..Prosesnya Cepat CS Cermatinya juga Fast n Ramah..,6 Juli 2018
3674,Diberi rating 3 bintang dari 5 bintang,Maesya Farida,"Selamat sore , syaa sudah dihbngi pihak cermati tapi udh mau smnggu ko blm dpt tlp lagi ya dari bank commontwealth ,tolong konfirmasinya donk sebenrnya pengajuan pnjaman saya diacc atau tdk .trimaksih",4 September 2018
3675,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Sangat membantu sebagai kartu kredit Pengajuan pertama di tolok yg kedua langsung acc Bunga sangat rendah 0% untuk cicilan 2,96% Recomen lhh kredivo Semoga saya bisa dapat pengajuan tarik tunai dengan cicilan",12 September 2018
3676,Diberi rating 5 bintang dari 5 bintang,Adi Aprianto,"Mudah-mudahan pengajuan pinjaman dana saya di acc via tunai amar bank , karna saya lagi butuh uang untuk renovasi rumah dan modal usaha istri saya . Amiin",1 Juli 2018
3677,Diberi rating 1 bintang dari 5 bintang,rosyida cyg mamah,"Ga tau udh dari bulan berapa saya ngajuan kta tapi sampai skrg blm ada info,ada org dr commonwealth nanya"" ja katanya dalam 3 hari kerja dana cair tapi udh sebulan ga ada kabar lagi.pengen di uninstal tapi takut bermasalah.kesel",1 Juli 2018
3678,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,Saya mau tanyaa udah 1bulan saya tulisan menunggu persetujuan terus smpai sekrng tdk ada kabar..setidknyaa kasih tahu kalau emang tidak di setujuiin kasihaan bagii yg menunggu persetujuan nya,4 September 2018
3679,Diberi rating 1 bintang dari 5 bintang,Deden Supriyadi,"Saya nunggu lama lama malah ngga di acc nunggu sebulan lebih dana ngga cair kecewa banget saya, padahal dokumen lengkap yg blm ada saya usahakan ada sampe malu minta ke atasan tapi yaudahlah mungkin blm rejeki saya, intinya saya kecewa sama CERMATI.. Betul ini hanyalah aplikasi hayalan..",26 Juli 2018
3680,Diberi rating 3 bintang dari 5 bintang,AZERFA 29,"Saya mengajukakan KTA ke KEB HANA BANK, berkas sudah lengkap Tinggal menunggu verifikasi, tp prosesnya lama bgt Dah seminggu ga ada konfirmasi di tlp kaga di email juga kaga Semoga cpet di verifikasi Krn Hana Bank bunga nya paling kecil Tks Cermati",3 Juli 2018
3681,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,"Kemaren saya ngajuin cc bri,ditolak malah disuruh ngajuin yg bank amar,padahal kurir cermati uda datang ke kantor ngambil data,blm 1x24 jam langsung dapat email penolakan,klu dibank amar kan harus pakai kartu kredit saya ga punya ga kartu kredit,justru sy mau ngajuin cc bri",30 Juni 2018
3682,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Thanks cermati...pengajuan kartu kredit saya ada yg d approve oleh pihak bank terkait..thanks untuk krj sm nya dan sdh membantu sy jg dan untk kedepan nya semoga cermati semakin sukses dan jaya selalu ya..,7 September 2018
3683,Diberi rating 1 bintang dari 5 bintang,Dwi Hendro Suprapto,"Payah nih aplikasi ngajuin pinjaman ditolak karena status kerjanya sbgai supir harusnya dilihat dulu penghasilan perbulannya berapa ,,, memenuhi kriteria apa enggak ? Copot aja lah aplikasinya 🤨",3 Agustus 2018
3684,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,"Terimakasih cermati aplikasi cc Bank BRI aku di acc, walaupun dlm proses kurir dan smpe sekarang blum sampe gpp, yg penting aku sudah di acc.. Terimakasih banyak cermati saya seneng bgt pakai aplikasi ini",12 Agustus 2018
3685,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Proses sangat lama.. Status menunggu instutit terkait..waktu sudah 1 bln blm ada kejeasan..tolong ditingkatkan durasi waktu nya jangan lama2.. Maximal 1 minggu sudah jelas di aprove apa tdk jadi kita ga nunggu tanpa kepastian..terimankasih,23 Agustus 2018
3686,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,Wkkw najis bgt yee udah sampai di tlp cs bca katanya kartunya mau dikirim kemana udh gtu udh nanya kartunya namanya boleh di singkat gak soalnya nama nya kepanjangan. Gausah php ya kalau emang ditolak blg barusan saya udh ngecek ke bni kalau pengajuan saya di tolak yanggal 24,25 Agustus 2018
3687,Diberi rating 3 bintang dari 5 bintang,Erwin Sihombing,"Tolong,Saya tidak bisa menginput no KTP istri Saya.di situ tertulis,no ID tidak sesuai jenis kelamin.FYI,Saya sekeluarga sudah memakai eKTP.Saya pun sudah sangat benar menginput no KTP,tapi SELALU TIDAK BISA/GAGAL.Dan mengakibatkan proses pengajuan tidak bisa sampai selesai.",13 November 2018
3688,Diberi rating 5 bintang dari 5 bintang,Muhammad Fadly,"Ngajuin CC 3 selalu di approve mudah mudahan, di approv juga KTA Saya yg di commonwelth bank",14 Juli 2018
3689,Diberi rating 1 bintang dari 5 bintang,Yi Rachman,Katanya proses verifikasi 7 hari kerja ini udah hampir 2 Minggu ga ada kejelasan apa apa.,5 Juni 2018
3690,Diberi rating 3 bintang dari 5 bintang,Nyie Kuntie,"Saya mau upload ktp dokumen lain ko g bisa, tp d situnya sudah lengkap gmn sih,, tolong bantuannya karna saya bener"" butuh untuk biaya operasi",30 Juni 2018
3691,Diberi rating 1 bintang dari 5 bintang,Agoeng Boedy,"gak jd minjem ah, bunganya guede bet, ane minjem 2jt bunganya aja bisa sampe 1.2jt'n dgn tenor 12 bulan. gimana klo 15/24 bulan. bisa boncos mikirin bayarnya",30 Agustus 2018
3692,Diberi rating 5 bintang dari 5 bintang,Uci Sanusi,Berharap akun ini jadi yang terbaik dan bisa memberikan pinjaman uang dengan.cepat dan aman serta bunga rendah.,17 Mei 2018
3693,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,"Ini aplikasi penipuan, mereka cuma mau ambil data kita untuk dijual lagi sama pihak ketiga, sudah 3 hari saya di SMS bahwa dana pinjaman disetujui ternyata tidak dikirim dan customer servicenya tidak merespon melalui telpon ataupun email. Jangan download aplikasi ini, ayo kita lapor ke OJK",16 Juli 2018
3694,Diberi rating 1 bintang dari 5 bintang,Wahyu Rarasakti,"5 bln, statusnya menunggu persetujuan dr institusi terkait. Padahal data sdh d ambil smua, plus pake materai 6000x2, bank sdh menelpon. Tp smp skrg blm ada kputusan. Kl gak di setujui, mohon kembalikan data2 sy, krn rawan disalahgunakan, terima kasih",6 September 2018
3695,Diberi rating 3 bintang dari 5 bintang,Nopec Salasa,"Pdhl sudah pakai app cermati, msh aja nongol iklan cermati app di atasnya",17 April 2018
3696,Diberi rating 5 bintang dari 5 bintang,Fitri Yanti,Aq ksh bntng 5 ..wakaupun blm ada kejelasan d acc apa g ..dah dikasih tanggal dn bln srt tahun pengambilan berkas malah g ada kabar smp sekarang .gimana nih??,28 Juni 2018
3697,Diberi rating 3 bintang dari 5 bintang,Nekha Wardana,"Sudah mau sebulan ngajuin tapi sampai sekarang gak ada konfirmasi apapun, aplikasi php....huuuuuu",13 Mei 2018
3698,Diberi rating 2 bintang dari 5 bintang,eza channel,Aplikasi saya sudah d ACC dr pihak cermati sudah menelpon berhubung saya bekerja saya minta keesokan harinya...ditunggu sampe skarang ga ada kejelasannya..mau nunggu sampai kapan,7 Agustus 2018
3699,Diberi rating 1 bintang dari 5 bintang,Dian Rudinsyah,Jngn di download Sudah 1 bulan aplikasi yg sy bikin gk ada kejelasan statusnya menunggu terus mending sy unistall ja dah gak jelas,9 September 2018
3700,Diberi rating 2 bintang dari 5 bintang,Fitri Alf,"Hampir sepuluh aplikasi yg diajuin lewat cermati ga ada satupun yg goallllll,,,,, Ada yg dokumen sudah diambil sm kurirnya ttp aja wasalamm ga ada kabarnya,,,",5 Agustus 2018
3701,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,"Ada gak pinjaman tinggi 20 juta tanpa kartu kredit,butuh bangat buat modal usaha",2 Agustus 2018
3702,Diberi rating 5 bintang dari 5 bintang,Aditya Ardhani,Mantap cermati...Sangat membantu😘.Tlong y agar pngajuan yg lain'a bisa acc juga hehe.Trims...,26 Mei 2018
3703,Diberi rating 1 bintang dari 5 bintang,Brando Manalu,"Sangat mengecewakan,, pengajuan via app tidak ada konfirmasi sama sekali ke customer akan kelanjutan nya.. Setelah di tanya via email,, jawaban nya TIDAK BEKERJASAMA dgn pihak ybs.. Sedangkan di app jelas2 bekerjasama dgn pihak ybs..",27 Januari 2020
3704,Diberi rating 5 bintang dari 5 bintang,DWI SUZANNA,"Sangat membantu,saya sdh d telp oleh pihak cermati dan bank yg bersangkutan,,tapiii sayang nya saya tidak punya cukup uang untuk DP nya,, apakah bisa pinjaman KTA saya d alihkan ke kredit mobil.. trimakasih",19 Agustus 2018
3705,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,Dokumen ud d.ambil. trus ud downold aplikasinya juga. Tpi cc.a ga kunjung tjba ud 3bln. Lalu pas d tlp katanya nunggu konfirmasi dr bank yg trkait. Buseett lama amaaaatt. Klau emang ga d.acc y infooin dong. Jangan kita yg dsrh followup k.bank.a... paraaahh,26 Juli 2018
